entity_urn,United States Sales,United States Engineering,description,country_multiplier,sales_ratio,adj_hc_ratio,investor_1,investor_2,Prior VC Backed Founder_count,Deep Technical Background_count,Prior Exit_count,Elite Industry Experience_count,company_region,headcount_0m,headcount_growth_1m,headcount_growth_3m,headcount_growth_6m,headcount_growth_12m,headcount_monotonicity,headcount_concavity,max_headcount,earliest_valid_month,num_valid_months,headcount_volatility_score,trailing_growth_avg,trailing_growth_std,trailing_growth_min,trailing_growth_max,current_max_ratio,linkedin_follower_count_0m,linkedin_follower_growth_1m,linkedin_follower_growth_3m,linkedin_follower_growth_6m,linkedin_follower_growth_12m,linkedin_employees,linkedin_follower_count_max,linkedin_follower_peak_month,linkedin_current_peak_count_ratio,linkedin_follower_count_volatility,linkedin_follower_trend,followers_per_linkedin_employee,twitter_follower_count_0m,twitter_follower_count_max,twitter_follower_peak_month,twitter_current_peak_ratio,twitter_follower_count_volatility,twitter_follower_trend,emps/year,emps/funds_m,adj_emp_delta_6m,adj_emp_delta_12m,emp_highlight_count,funding_total,last_funding_type,last_funding_total,funding_stage,years_since_funding,hc_adds_since_funding,adj_hc_ratio,years_since_founding,dominant_function,business_function_entropy,dominant_emp_role,emp_role_entropy,ownership_status,gpt_sector,top_region,num_investors,employee_highlight_YC Backed Founder,employee_highlight_Prior VC Backed Executive,employee_highlight_Founder Turned Operator,employee_highlight_Current Student,employee_highlight_HBCU Alum,employee_highlight_Jack of All Trades,employee_highlight_money_club_count,employee_highlight_seasoned_count,employee_highlight_top_institution_experience_count,num_unique_vc_backers
urn:harmonic:company:2003862,2,4,Method Financial provides a debt-agnostic API that enables real-time access to liability data and facilitates seamless payments across various debt types through account linking and multi-factor authentication. The platform supports instant payment settlement and balance transfers while ensuring compliance management.,1.0,0.10989010989010989,1.0,4,0,2,0,0,4,North America,45,1.1538461446762085,1.3043478727340698,1.1538461446762085,3.3333332538604736,0.5833333333333334,0.7272727272727273,30.0,17,18,0.5846744379809042,1.4996869427815718,0.7385679256981245,0.8846153846153846,2.888888888888889,1.5,2838,1.0610432624816895,1.141492486000061,1.2687458992004395,5.6070380210876465,27.0,2838.0,0,1.0,778.3429776452494,132.88544891640868,4.664486763144511,204.0,208.0,1,0.9807692307692307,87.41105656870597,14.284829721362234,7.567380787836904,1.310615989515072,4.0,21.0,38,22.89,SERIES_A,16000000.0,SERIES_B,1.8973305954825461,21.0,1.0,3.9643835616438357,business_development,1.2658567518727373,Advisor,1.672436291529943,PRIVATE,FinTech,North America,16,3,8,0,0,0,0,0,14,26,16
urn:harmonic:company:1520412,6,3,"Taktile provides a decision design platform tailored for credit and risk teams, facilitating the creation and assessment of automated decision flows through the integration of diverse data sources. The platform employs automation and real-time risk management technologies to enhance decision-making processes in financial institutions.",1.0,0.17699115044247787,0.6848484848484849,2,0,1,2,0,6,North America,101,0.9444444179534912,1.0,1.1147540807724,1.4166666269302368,1.0,0.36363636363636365,68.0,17,18,0.3111606773471409,1.1673437702110805,0.11650715010537017,1.0454545454545454,1.4852941176470589,1.4852941176470589,11832,1.0711147785186768,1.1367875337600708,1.2074848413467407,1.439947485923767,66.0,11832.0,0,1.0,2353.316383319506,402.80908152734776,5.194470855721425,143.0,143.0,0,1.0,30.41929212413289,3.9504643962848287,13.690016547159406,2.13916528512242,4.793939393939395,13.696969696969699,61,31.7881,SERIES_A,20000000.0,SERIES_A,2.0752908966461328,40.0,0.6848484848484849,4.967123287671233,business_development,0.9120599268955134,Sales,1.5334139961249886,PRIVATE,FinTech,Europe,12,2,12,0,0,0,0,1,27,42,13
urn:harmonic:company:34985134,2,0,"Owner.com provides a restaurant marketing platform that facilitates direct online sales through features such as automated search engine optimization, branded mobile applications, and customer rewards systems. This technology aims to minimize reliance on third-party services, enabling restaurants to have more control over their sales processes and customer relationships.",1.0,0.2623456790123457,0.9391304347826086,1,0,2,0,0,1,North America,86,,1.100000023841858,1.0666667222976685,,0.75,0.5454545454545454,86.0,6,2,0.045619829174732354,,,,,1.0,13635,,,,,69.0,13635.0,0,1.0,,,5.291336535406696,1784.0,1784.0,0,1.0,,,12.34368855682265,1.382636655948553,5.047830035926006,,17,62.2,SERIES_B,33000000.0,SERIES_B,0.8843258042436687,5.375004204921211,0.9391304347826086,6.967123287671233,sales,0.9217999587117628,Operations,1.2508890175891656,PRIVATE,Vertical Software,North America,36,0,8,0,0,0,0,0,23,8,37
urn:harmonic:company:10356056,2,6,"Adonis provides a healthcare revenue cycle management software that leverages predictive analytics and artificial intelligence to optimize billing processes and automate administrative tasks. The platform integrates with existing systems to deliver real-time revenue insights, enhancing financial outcomes and operational efficiency.",1.0,0.12422360248447203,0.9252873563218392,5,0,1,0,0,6,North America,158,1.0275229215621948,1.0873786211013794,2.9473683834075928,11.199999809265137,1.0,0.5454545454545454,112.0,15,16,1.0063883520515695,2.0646457643564324,0.7863042904582223,1.1595744680851063,3.9166666666666665,1.4107142857142858,4151,1.1259727478027344,1.163901448249817,2.232401132583618,7.982758522033691,87.0,4151.0,0,1.0,1079.1405222058277,176.87719298245617,3.8859386201736608,31.0,32.0,5,0.96875,0.4879500364742666,,37.781885397412196,4.890829694323145,68.4712643678161,94.3793103448276,44,22.9,SERIES_A,17300000.0,SERIES_B,1.6372347707049966,109.0,0.9252873563218392,2.9643835616438357,business_development,1.542181820943941,Advisor,1.750243959745391,PRIVATE,Healthcare Software,North America,18,0,13,0,0,0,1,0,37,26,20
urn:harmonic:company:2178345,2,3,"Metaplane provides a data observability platform that automates incident detection, impact analysis, and root cause diagnosis for data teams, utilizing no-code testing and machine learning-based monitoring technologies. The platform includes features for maintaining data quality, such as data CI/CD processes and automated alerting, to help prevent issues within data warehouses.",1.0,0.09009009009009007,0.85,3,0,3,0,0,1,North America,30,1.0909091234207153,0.9230769276618958,1.2000000476837158,2.0,0.9166666666666666,0.5454545454545454,12.0,14,15,0.6328406101313512,1.4576617826617826,0.41591379606717904,0.8461538461538461,2.3076923076923075,2.5,4225,1.048387050628662,1.2133333683013916,2.1261682510375977,4.490131378173828,0.0,4225.0,0,1.0,972.1632900392814,122.17853457172343,,368.0,368.0,0,1.0,99.81092014514134,16.490884072927418,2.0110192837465566,12.0,1.7,5.1,39,0.4218499999999999,SEED,,SERIES_A,3.885010266940452,9.0,0.85,5.967123287671233,business_development,0.45056120886630463,Engineering,1.6598763223689337,PRIVATE,Data,North America,19,4,6,0,0,0,0,3,20,29,19
urn:harmonic:company:169426,0,6,"Gather AI offers a drone-based inventory management system that automates the collection and analysis of inventory data, enhancing accuracy and visibility in warehouse operations. The solution includes a centralized dashboard for real-time issue resolution, which aims to improve productivity and operational efficiency.",1.0,0.04926108374384236,0.8826086956521739,2,0,0,4,1,2,North America,56,1.0,1.097561001777649,1.1842105388641357,1.451612949371338,0.9166666666666666,0.6363636363636364,46.0,17,18,0.21179592188305169,1.140865260733637,0.09876426115686154,1.0,1.3658536585365855,1.2173913043478262,5026,1.131338357925415,1.3220009803771973,1.866940975189209,2.7634518146514893,46.0,5026.0,0,1.0,1019.2390936700572,151.90196078431373,4.702849099627967,101.0,101.0,0,1.0,6.500125690086931,1.1568627450980375,5.648211829436039,2.0380065578522126,6.178260869565218,12.356521739130436,54,22.0804,SERIES_A,10000000.0,SERIES_A,2.2012320328542097,17.0,0.8826086956521739,7.967123287671233,business_development,0.8305178252872478,Engineering,1.5846204709440854,PRIVATE,Other,North America,12,0,17,0,0,0,0,0,19,34,12
urn:harmonic:company:4411539,3,6,"The Halcyon platform offers anti-ransomware protection through a multi-layered strategy that incorporates pre-execution detection, behavioral modeling, and automated recovery processes. It employs Capsule Networks AI micro-models to strengthen its defenses against ransomware threats in enterprise settings.",1.0,0.25784753363228696,0.9695652173913044,2,0,2,5,1,2,North America,222,1.017241358757019,1.017241358757019,1.4390244483947754,,1.0,0.2,92.0,8,9,0.845510572356783,1.7156210424573193,1.0565824226048135,1.0357142857142858,3.8275862068965516,2.4130434782608696,9539,1.0336757898330688,1.2049235105514526,1.64486825466156,,92.0,9539.0,0,1.0,2786.356312462568,,4.650953764511824,908.0,908.0,0,1.0,288.97885351315546,,18.172995780590718,59.0,17.45217391304348,,48,0.4218499999999999,EARLY_STAGE_VC,,SERIES_C,,36.345991561181435,0.9695652173913044,3.2465753424657535,sales,0.6540548103069317,Sales,1.8133279617785694,PRIVATE,Cybersecurity,Asia,14,0,30,0,0,0,0,2,40,18,15
urn:harmonic:company:10937753,0,3,"Yurts offers an AI platform that integrates AI assistants with secure data sources, utilizing Large Language Models and Generative AI to improve enterprise knowledge management and streamline workflows. Key features include context-aware search, secure deployment, and adherence to data privacy regulations.",1.0,0.0,1.0,1,0,1,7,0,3,North America,54,1.0,1.5384615659713745,2.0,3.3333332538604736,1.0,0.8,33.0,13,14,0.9318896264181092,1.6434565434565436,0.8658314255986368,1.1666666666666667,4.153846153846154,1.6363636363636365,2509,1.0,1.495652198791504,3.4262948036193848,8.037383079528809,33.0,2509.0,0,1.0,643.2866160038388,76.49742002063982,4.344198890282919,50.0,50.0,0,1.0,15.160255055022436,,8.102108768035515,1.0869565217391306,10.0,14.0,49,18.4,SERIES_A,16000000.0,SERIES_B,1.2484599589322383,14.0,1.0,2.4684931506849317,business_development,0.5623351446188083,Engineering,1.7864669523052654,PRIVATE,Infrastructure,North America,8,0,9,0,0,0,0,1,18,31,7
urn:harmonic:company:8986281,1,3,"The platform leverages DNS activity to create behavioral fingerprints of attacker tactics, enabling real-time threat detection and prevention. It integrates with existing security systems to enhance proactive threat hunting and brand protection capabilities.",1.0,0.09009009009009007,0.85,0,0,2,0,0,2,North America,42,0.9655172228813171,1.0370370149612427,1.399999976158142,,1.0,0.4,28.0,8,9,0.2764598692131842,1.327239216274304,0.1965520782089395,1.0740740740740742,1.5555555555555556,1.5,4087,1.2114624977111816,1.2691510915756226,2.1508772373199463,,0.0,4087.0,0,1.0,1138.0771063508835,,,559.0,559.0,0,1.0,53.59674534065582,,5.637065637065637,2.8,6.8,,27,10.0,SEED,10000000.0,SERIES_A,1.516769336071184,9.0,0.85,4.967123287671233,business_development,0.45056120886630463,Engineering,1.540737067461622,PRIVATE,Cybersecurity,North America,4,0,13,0,0,0,1,1,22,11,4
urn:harmonic:company:9609784,2,10,"Doppel provides an AI-driven platform designed for brand protection, focusing on the identification and removal of digital threats such as phishing and impersonation across multiple online channels. The technology utilizes advanced AI models, computer vision, and natural language processing to facilitate effective detection and swift response to emerging threats.",1.0,0.09009009009009007,0.85,4,0,0,0,0,4,North America,148,1.2857142686843872,1.3333333730697632,2.0,,1.0,0.6666666666666666,36.0,9,10,1.2409040547827244,2.095034595034595,1.5282653652027247,1.0769230769230769,5.481481481481482,4.111111111111111,3796,1.1469932794570923,1.1802903413772583,1.3171355724334717,,0.0,3796.0,0,1.0,847.8454785841318,,,1724.0,1724.0,0,1.0,787.1089681726271,,12.144177449168208,7.2,15.299999999999999,,54,5.0,SEED,5000000.0,SEED,2.5763175906913074,23.0,0.85,2.9643835616438357,business_development,0.45056120886630463,Engineering,1.6802276828370548,PRIVATE,Cybersecurity,North America,31,0,6,0,0,0,0,0,17,50,29
urn:harmonic:company:1836165,1,3,"TurbineOne offers a Frontline Perception System (FPS) that provides situational awareness in dangerous environments through a wearable, on-body operating system. The system utilizes Massive Open Systems Architecture, Sensor Data Fusion, and Machine Learning applications to enable smart-alerts for unseen dangers and improve algorithms in the field.",1.0,0.0,1.0,2,0,0,1,0,0,North America,33,1.0,1.1333333253860474,1.2142857313156128,1.545454502105713,0.6666666666666666,0.8181818181818182,18.0,17,18,0.3918879738325276,1.1957251082251081,0.34538814824666453,0.9166666666666666,2.2,1.8333333333333333,2386,1.0,1.0526316165924072,1.1287988424301147,1.3333333730697632,18.0,2386.0,0,1.0,423.55651057097316,46.49535603715169,4.894517537758934,43.0,43.0,0,1.0,6.587024281789835,1.0681114551083595,4.288182446440913,4.250009562521516,3.0,6.0,17,3.999991,SEED,3999991.0,SERIES_A,2.4722792607802875,7.0,1.0,3.9643835616438357,business_development,0.8018185525433373,Engineering,1.6963659864523737,PRIVATE,Other,North America,5,0,2,0,0,0,1,0,18,14,6
urn:harmonic:company:800838,1,0,"Luminai provides automation solutions that utilize artificial intelligence to enhance business processes in sectors such as retail, healthcare, and financial services. The technology focuses on improving operational efficiency, productivity, compliance, and safety within organizations.",1.0,0.0,0.9357142857142857,5,1,0,3,0,6,North America,40,0.9642857313156128,0.9642857313156128,0.931034505367279,1.350000023841858,0.6666666666666666,0.6363636363636364,28.0,17,18,0.3416762110292956,1.22956369842052,0.274467015789353,0.9655172413793104,1.7692307692307692,1.4285714285714286,4034,1.0462490320205688,1.0652576684951782,1.142345905303955,2.887437105178833,28.0,4034.0,0,1.0,1100.8440151772793,196.96697626418995,4.977226231965126,517.0,517.0,0,1.0,148.49462480093763,26.066047471620244,5.122141372141372,0.6666666666666666,-1.8714285714285714,6.55,59,40.5,SERIES_A,16000000.0,SERIES_A,2.529774127310062,19.0,0.9357142857142857,5.271232876712329,business_development,0.8921178708188162,Engineering,1.6823663477897173,PRIVATE,Horizontal Software,Europe,19,2,15,1,3,0,1,0,32,37,19
urn:harmonic:company:6665887,0,0,"Gravity Climate offers a carbon management platform that automates data collection and enhances sustainability reporting, allowing organizations to accurately measure carbon emissions and execute energy efficiency projects. The platform utilizes advanced technologies to optimize energy management and support emission reduction initiatives.",1.0,0.09009009009009007,0.85,1,0,0,0,0,4,North America,37,1.0,1.0,0.9375,0.9375,0.4166666666666667,0.45454545454545453,15.0,16,17,0.3605472694754941,1.1432945344129555,0.45597070645101323,0.8,2.466666666666667,2.466666666666667,3323,1.0327132940292358,1.1004784107208252,1.258795976638794,1.9304556846618652,0.0,3323.0,0,1.0,674.6755647324563,110.63261093911248,,63.0,63.0,0,1.0,8.986509497083752,1.5779153766769871,5.074142724745134,3.0,-0.85,-0.85,36,5.0,SEED_ROUND,5000000.0,SEED,2.485968514715948,8.0,0.85,2.956164383561644,business_development,0.45056120886630463,Sales,1.860534377469851,PRIVATE,Other,North America,2,0,4,0,0,0,0,0,13,28,2
urn:harmonic:company:3203316,0,0,"Alethea's main product is the Artemis platform, which employs machine learning to detect and analyze disinformation and social media manipulation by processing extensive data across various channels. This technology allows organizations to proactively identify potential threats and evaluate risks to their brand and reputation.",1.0,0.09009009009009007,0.85,0,0,1,2,0,2,North America,72,1.0,1.0322580337524414,1.2307692766189575,1.600000023841858,1.0,0.6363636363636364,32.0,17,18,0.49648597562921626,1.2666781560440639,0.3434199249226118,1.032258064516129,2.3225806451612905,2.25,4210,1.0491467714309692,1.1896284818649292,12.702479362487793,1.760595679283142,0.0,4210.0,0,1.0,887.430122444704,77.1124871001032,,3.0,3334.0,1,0.0008998200359928015,809.646414595079,-26.07946336429296,5.362718089990818,3.2,5.1,10.2,24,10.0,SERIES_A,10000000.0,SERIES_B,2.127310061601643,18.0,0.85,5.967123287671233,business_development,0.45056120886630463,Engineering,1.587337214335247,PRIVATE,Cybersecurity,North America,3,0,13,0,0,0,0,0,26,8,4
urn:harmonic:company:4424410,3,6,"The product is a developer insights platform that integrates both qualitative and quantitative data to enhance developer productivity and experience, featuring tools for performance measurement, analytics, and onboarding. It aims to provide a holistic view of developer effectiveness to optimize engineering workflows.",1.0,0.17400204708290684,0.8008196721311476,0,0,2,3,3,0,North America,206,1.25,1.2650601863861084,1.9811320304870605,2.1875,0.9166666666666666,0.5454545454545454,122.0,17,18,0.6439419410856456,1.3489241910843772,0.5089029093825568,0.6415094339622641,2.4819277108433737,1.6885245901639345,7784,1.1679487228393555,1.1908496618270874,1.3401986360549927,2.2044765949249268,122.0,7784.0,0,1.0,1512.8018599011111,223.06604747162035,4.171356199123374,474.0,474.0,0,1.0,31.835771388004424,5.2879256965944315,26.485832757429165,52.5,41.64262295081967,45.64672131147541,26,2.0,EARLY_STAGE_VC,2000000.0,SEED,2.965092402464066,98.0,0.8008196721311476,3.9643835616438357,sales,1.2054800289759788,Advisor,1.7195622582447154,PRIVATE,Infrastructure,Europe,4,0,10,0,0,2,0,2,29,7,4
