entity_urn,United States Sales,United States Engineering,description,country_multiplier,sales_ratio,adj_hc_ratio,investor_1,investor_2,Prior VC Backed Founder_count,Deep Technical Background_count,Prior Exit_count,Elite Industry Experience_count,company_region,headcount_0m,headcount_growth_1m,headcount_growth_3m,headcount_growth_6m,headcount_growth_12m,headcount_monotonicity,headcount_concavity,max_headcount,earliest_valid_month,num_valid_months,headcount_volatility_score,trailing_growth_avg,trailing_growth_std,trailing_growth_min,trailing_growth_max,current_max_ratio,linkedin_follower_count_0m,linkedin_follower_growth_1m,linkedin_follower_growth_3m,linkedin_follower_growth_6m,linkedin_follower_growth_12m,linkedin_employees,linkedin_follower_count_max,linkedin_follower_peak_month,linkedin_current_peak_count_ratio,linkedin_follower_count_volatility,linkedin_follower_trend,followers_per_linkedin_employee,twitter_follower_count_0m,twitter_follower_count_max,twitter_follower_peak_month,twitter_current_peak_ratio,twitter_follower_count_volatility,twitter_follower_trend,emps/year,emps/funds_m,adj_emp_delta_6m,adj_emp_delta_12m,emp_highlight_count,funding_total,last_funding_type,last_funding_total,funding_stage,years_since_funding,hc_adds_since_funding,adj_hc_ratio,years_since_founding,dominant_function,business_function_entropy,dominant_emp_role,emp_role_entropy,ownership_status,gpt_sector,top_region,num_investors,employee_highlight_YC Backed Founder,employee_highlight_Prior VC Backed Executive,employee_highlight_Founder Turned Operator,employee_highlight_Current Student,employee_highlight_HBCU Alum,employee_highlight_Jack of All Trades,employee_highlight_money_club_count,employee_highlight_seasoned_count,employee_highlight_top_institution_experience_count,num_unique_vc_backers
urn:harmonic:company:41162981,0,2,"Lumen Orbit is developing megawatt-scale data centers in space that utilize solar energy, high-speed optical connectivity, and passive radiative cooling to improve efficiency. The company is also working on a constellation of low Earth orbit satellites to enable in-orbit data processing and ensure continuous connectivity with ground systems.",1.0,0.09009009009009007,0.85,6,0,1,1,1,3,North America,8.0,1.25,2.0,2.0,2.5452017784118652,0.75,0.8571428571428571,10.0,11,11,0.26976754620404503,1.25,0.21213203435596428,1.0,1.6,0.8,5031.0,1.0731464624404907,2.182295799255371,7.020806312561035,,0.0,5031.0,0,1.0,1638.0611167542627,,,2362.0,2362.0,0,1.0,116.51144435919875,,9.89159891598916,0.7462686567164178,4.25,5.160382657243088,20,13.4,SEED,11000000.0,SEED,0.09582477754962354,2.0,0.85,1.010958904109589,business_development,0.45056120886630463,Engineering,1.0986122886681096,PRIVATE,Other,North America,18,3,1,0,0,0,0,1,5,13,18
urn:harmonic:company:6571851,0,2,"Coris offers a merchant risk management platform that leverages AI technologies to improve fraud detection and streamline the underwriting process by integrating multiple data sources for quick evaluations of merchant applications. The platform facilitates pre-qualification, onboarding, and ongoing monitoring, utilizing advanced models to automate decision-making and assess risks throughout the merchant lifecycle.",1.0,0.09389671361502347,0.8875000000000001,2,0,0,1,0,2,North America,23.0,0.95652174949646,1.0,1.692307710647583,3.142857074737549,0.9166666666666666,0.5454545454545454,24.0,17,18,0.5557939614734615,1.3984543234543236,0.26247017083166757,1.0833333333333333,1.7692307692307692,0.9583333333333334,1676.0,1.0,1.0182260274887085,1.0695596933364868,1.4349315166473389,24.0,1676.0,0,1.0,262.8216236962875,48.24871001031997,4.260329699696362,61.0,61.0,0,1.0,2.431412080640045,0.24871001031991738,8.470464135021096,5.945945945945946,7.987500000000001,13.312500000000002,7,3.7,SEED,3700000.0,SEED,0.9336071184120466,15.0,0.8875000000000001,2.5972602739726027,business_development,1.4677339293271525,Engineering,1.2406842919533958,PRIVATE,Data,North America,8,2,1,0,0,0,1,0,6,3,9
urn:harmonic:company:42516674,0,1,"Blitzy provides a platform that utilizes a network of AI agents to autonomously develop software applications, capable of generating up to 300,000 lines of code in a single run based on user-defined specifications. The technology encompasses planning, building, and validating code while ensuring quality through pre-compilation and testing, and it allows for integration with existing codebases to enhance features.",1.0,0.0,0.8454545454545453,3,0,2,0,0,1,North America,12.0,1.0,1.2000000476837158,4.0,5.068969249725342,1.0,0.25,12.0,11,8,0.6698367617472037,3.053571428571429,0.9031679777702147,1.7142857142857142,3.6666666666666665,1.0,929.0,1.0,2.394329786300659,12.902777671813965,,11.0,929.0,0,1.0,331.0156088968213,,4.447984602465679,,,,,,,5.967302452316076,2.727272727272727,7.6090909090909085,8.143971789171445,10,4.4,SEED,4400000.0,SEED,0.3668720054757016,5.0,0.8454545454545453,2.010958904109589,business_development,0.0,Marketing,0.936888307539016,PRIVATE,Other,North America,6,0,0,0,2,0,0,1,1,8,6
urn:harmonic:company:12889317,0,1,"VectorShift offers a no-code and low-code platform that utilizes generative AI technologies, including OpenAI's GPT-4.0-turbo, to develop applications such as chatbots, search engines, and automation tools that can handle various data formats. The platform supports API deployment and management, enabling users to efficiently build and customize their applications.",1.0,0.0,0.65,2,0,1,0,0,2,North America,12.0,2.0,2.6666667461395264,3.0,4.800000190734863,0.9166666666666666,0.7272727272727273,24.0,17,18,0.47745943082036646,1.2826388888888887,0.1731488796145806,1.0,1.6666666666666667,0.5,5475.0,1.094794511795044,1.6889264583587646,2.6794815063476562,10.839059829711914,10.0,5475.0,0,1.0,1549.0171541305956,273.04850361197117,6.307187279715285,,,,,,,11.902173913043477,6.857142857142857,10.4,12.35,9,3.5,SEED,3000000.0,SEED,0.8952772073921971,18.0,0.65,2.0164383561643837,business_development,0.0,Engineering,0.9743147528693494,PRIVATE,Other,North America,10,3,0,0,0,0,0,0,6,6,10
urn:harmonic:company:12434442,0,3,"Persana AI is a sales prospecting platform that leverages over 75 data sources and AI-driven triggers to enhance lead identification, data enrichment, and personalized outreach. Its technology facilitates hyperpersonalization and automates workflows, enabling sales teams to concentrate on high-intent leads for improved productivity.",1.0,0.6451612903225806,0.6642857142857144,2,0,1,0,1,0,North America,22.0,0.8636363744735718,0.8636363744735718,1.7272727489471436,6.333333492279053,0.75,0.45454545454545453,19.0,17,18,0.9228184757479986,1.9206349206349207,0.8731863928968379,1.0,3.6666666666666665,1.1578947368421053,3569.0,1.0,1.2461591958999634,1.8406394720077515,5.490769386291504,14.0,3569.0,0,1.0,1069.5039654092657,188.4272445820434,5.544898387689695,78.0,78.0,0,1.0,0.9701425001453319,0.09907120743034234,9.46111869031378,6.7857142857142865,5.314285714285715,10.62857142857143,8,2.8,SEED,2300000.0,SEED,0.2135523613963039,-3.0,0.6642857142857144,2.0082191780821916,business_development,1.0971663861388312,Engineering,1.0114042647073518,PRIVATE,Other,North America,6,2,0,0,0,0,0,1,1,6,7
urn:harmonic:company:19415917,0,1,"Powder offers an AI-driven platform that automates document analysis and data parsing for wealth advisors, enhancing efficiency in data collection and client onboarding. The technology utilizes generative AI to support scalable proposal generation and streamline the client acquisition process.",1.0,0.0,0.8307692307692307,2,0,1,2,0,1,North America,26.0,0.38461539149284363,0.43478259444236755,0.9090909361839294,1.4285714626312256,0.9090909090909091,0.4,13.0,12,13,0.5361760393677671,1.4919155844155845,0.4433047606538003,1.1111111111111112,2.2,2.0,1769.0,1.0,1.0461266040802002,1.3618167638778687,5.800000190734863,13.0,1769.0,0,1.0,538.690613360839,105.68730650154806,4.920542250569218,321.0,449.0,2,0.7149220489977728,179.2387392307412,31.658410732714156,4.965986394557823,1.8181818181818181,-0.8307692307692307,2.4923076923076923,20,5.5,SEED,5000000.0,SEED,0.48186173853524983,-2.0,0.8307692307692307,2.0136986301369864,business_development,0.34883209584303193,Sales,1.2730283365896256,PRIVATE,Other,North America,12,4,3,0,0,0,0,1,7,14,12
urn:harmonic:company:48069798,0,0,"Tezi offers an autonomous AI recruiting platform that automates the entire hiring process, employing natural language processing and candidate profile matching technologies. The platform efficiently handles candidate sourcing, application screening, interview scheduling, and overall recruitment workflow.",1.0,0.09009009009009007,0.85,5,0,0,4,0,0,North America,12.0,1.25,1.25,2.142857074737549,2.725470781326294,0.8888888888888888,0.375,15.0,11,12,0.48964507254073597,1.749404761904762,0.6228191624401811,1.0,3.0,0.8,983.0,1.0,1.0,7.503816604614258,,0.0,983.0,0,1.0,449.57941961955345,,,287.0,287.0,0,1.0,0.0,,14.757412398921835,1.6129032258064515,6.8,8.071909122138717,27,9.3,SEED,9000000.0,SEED,0.45722108145106094,8.0,0.85,1.0164383561643835,business_development,0.45056120886630463,Engineering,1.2636544318820964,OTHER,Other,North America,8,0,6,0,0,0,0,0,10,17,9
urn:harmonic:company:3673601,0,0,Packsmith offers an e-commerce logistics platform that utilizes AI-driven software to enhance order fulfillment and delivery efficiency through real-time data and automation. The platform also provides customizable packaging solutions tailored to the specific requirements of different brands.,1.0,0.046082949308755755,0.9863636363636364,1,0,4,0,0,0,North America,27.0,0.9259259104728699,1.0416666269302368,0.9615384340286255,1.7857142686843872,0.9166666666666666,0.5454545454545454,25.0,17,18,0.34787232147060965,1.232905693181723,0.16347428743713252,0.9230769230769231,1.4375,1.08,1171.0,1.0,1.0381205081939697,1.1292189359664917,3.454277276992798,22.0,1171.0,0,1.0,389.7875070517201,69.35810113519092,3.9931839687396002,30.0,30.0,0,1.0,6.3059262509446565,0.9659442724458208,6.237183868762815,8.333333333333334,-0.9863636363636364,10.850000000000001,25,3.0,SEED,3000000.0,SEED,0.8952772073921971,9.0,0.9863636363636364,4.008219178082192,business_development,0.46341355882643,Advisor,1.0062145659440809,PRIVATE,Ecommerce,Oceania,13,0,2,0,0,0,0,2,10,18,13
urn:harmonic:company:3943780,1,5,"Mintlify provides a platform for creating customizable documentation, utilizing technologies such as MDX and integrated analytics. Key functionalities include git synchronization, WYSIWYG editing, AI-driven writing assistance, automatic translations, and secure visitor authentication.",1.0,0.125,1.0,3,0,4,1,1,1,North America,17.0,0.9411764740943909,1.0666667222976685,1.454545497894287,2.0,0.9166666666666666,0.5454545454545454,16.0,17,18,0.3081716762698133,1.1923400673400673,0.19684846912612655,0.8888888888888888,1.5,1.0625,7366.0,1.0,1.1603654623031616,1.9152365922927856,3.1654491424560547,16.0,7366.0,0,1.0,1861.1942481674944,325.6130030959754,6.134211161350162,7501.0,7501.0,0,1.0,2174.2399746394744,388.6429308565533,5.304268846503179,0.7339449541284403,5.0,8.0,25,21.8,SERIES_A,18500000.0,SERIES_A,0.3613963039014374,1.0,1.0,3.0164383561643837,business_development,0.5982695885852573,Engineering,1.6214522123068729,PRIVATE,Other,North America,8,4,1,0,0,0,0,1,3,16,9
urn:harmonic:company:37605195,0,1,"Baselayer offers a platform designed for business identity verification, risk assessment, and fraud detection, employing AI and machine learning to streamline Know Your Business (KYB) processes and automate manual reviews. The system provides instant verification, advanced risk evaluation, and maintains compliance throughout its operations.",1.0,0.0,0.9666666666666667,3,0,0,0,1,1,North America,14.0,0.8571428656578064,1.2000000476837158,1.5,1.9142601490020752,0.8333333333333334,0.4,12.0,11,9,0.24211726971146205,1.2545454545454544,0.15343013323700128,1.0,1.375,1.1666666666666667,1023.0,1.0,1.2916666269302368,2.362586498260498,,12.0,1023.0,0,1.0,236.20356686553234,,4.457250055911469,,,,,,,5.951086956521738,0.2962962962962963,3.8666666666666667,5.540217579075024,13,40.5,SERIES_UNKNOWN,13500000.0,SEED,0.2053388090349076,1.0,0.9666666666666667,2.0164383561643837,business_development,0.0,Operations,1.594981797390107,PRIVATE,Other,North America,10,0,4,0,0,1,0,0,9,6,10
urn:harmonic:company:16885106,0,0,"Osium AI offers an AI-driven software solution that streamlines the development of materials and chemicals by predicting their properties and optimizing the entire research and development process, from formulation to manufacturing. The technology facilitates rapid analysis, characterization, and workflow optimization, thereby minimizing manual intervention and expediting project timelines.",0.0,0.09009009009009007,0.85,1,0,0,1,0,0,Europe,10.0,1.0,1.25,1.25,3.3333332538604736,0.8333333333333334,0.7272727272727273,10.0,16,17,0.5611594656750537,1.4312499999999997,0.2628064589169849,1.0,1.6666666666666667,1.0,1893.0,1.0,1.108313798904419,1.2687667608261108,2.1511363983154297,0.0,1893.0,0,1.0,565.6865363016352,108.94943240454079,,,,,,,,4.965986394557823,3.225806451612903,1.7,5.95,3,3.1,SEED,2600000.0,SEED,1.1498973305954825,7.0,0.85,2.0136986301369864,business_development,0.45056120886630463,Engineering,1.2770342594661392,PRIVATE,Other,Europe,16,2,0,0,0,0,0,0,1,2,16
urn:harmonic:company:19900095,0,1,"Adro offers a fintech platform that provides online banking services specifically for international students in the US, featuring no-fee checking and savings accounts, as well as a credit card that allows users to build credit history without a Social Security number. The platform utilizes payment processing and credit management technologies to streamline financial transactions and manage tuition payments.",1.0,0.0,0.9095238095238096,0,0,0,0,1,1,North America,26.0,0.807692289352417,0.807692289352417,0.9130434989929199,3.0,0.8333333333333334,0.36363636363636365,21.0,14,15,0.4762967568471261,1.4950173970554406,0.43862983876295236,1.0,2.2857142857142856,1.2380952380952381,2846.0,1.0031623840332031,1.0344202518463135,1.44119131565094,5.53294563293457,21.0,2846.0,0,1.0,938.2300814375361,181.18059855521165,4.916499028159947,,,,,,,12.362903225806452,14.0,-1.8190476190476192,12.733333333333334,19,1.5,PRE_SEED,1500000.0,PRE_SEED,0.7693360711841205,5.0,0.9095238095238096,1.6986301369863013,business_development,1.1209503926735835,Advisor,1.533590800318383,PRIVATE,FinTech,North America,4,0,8,0,0,0,1,0,16,10,4
urn:harmonic:company:45010963,0,1,"InspectMind offers an AI-driven application that automates the inspection reporting process by converting voice and visual inputs into structured reports, primarily for the construction, manufacturing, and aerospace sectors. The technology employs real-time transcription, cloud storage, and advanced AI methods to enhance the accuracy and efficiency of inspections.",1.0,0.09009009009009007,0.85,1,0,0,1,1,0,North America,14.0,0.7857142686843872,0.8461538553237915,1.0,1.283318281173706,0.8888888888888888,0.625,11.0,11,12,0.5090608216999344,2.007449494949495,0.962651009480085,1.1111111111111112,3.6666666666666665,1.2727272727272727,1556.0,1.0282776355743408,1.239349365234375,1.7937219142913818,,0.0,1556.0,0,1.0,477.4052976055232,,,152.0,155.0,1,0.9806451612903225,9.139353247236796,,5.455163043478261,11.0,0.0,2.064200259464384,14,0.5,PRE_SEED,500000.0,PRE_SEED,1.0075290896646132,2.4284708934875106,0.85,2.0164383561643837,business_development,0.45056120886630463,Engineering,1.2130075659799042,PRIVATE,Other,North America,1,2,2,0,0,0,0,0,0,10,1
urn:harmonic:company:1963247,7,2,"Sardine offers a fraud prevention platform that utilizes AI-driven device intelligence and behavior biometrics to detect and address various financial crimes, including identity and payment fraud, as well as money laundering. The platform features real-time risk assessment, identity verification, anti-money laundering monitoring, and case management capabilities.",1.0,0.2064631956912029,0.8503816793893129,3,0,4,3,0,8,North America,162.0,0.6604938507080078,0.6524389982223511,0.6858974099159241,0.7753623127937317,0.9166666666666666,0.36363636363636365,131.0,17,18,0.07550915802652641,1.042858498778019,0.0286597479145812,1.0,1.1014492753623188,1.2366412213740459,24303.0,1.0,1.0469564199447632,1.1755344867706299,1.495937466621399,131.0,24303.0,0,1.0,4090.7097599156655,761.0794633642931,5.228533560762854,490.0,4321.0,6,0.11339967600092571,1968.8088067781134,-107.34984520123841,21.34153005464481,1.4153439153439153,-41.66870229007633,-26.3618320610687,49,75.6,SERIES_B,51500000.0,SERIES_B,2.321697467488022,-28.0,0.8503816793893129,5.013698630136986,business_development,1.0773224262675787,Engineering,1.6100706551100452,PRIVATE,FinTech,Africa,38,0,6,1,0,0,3,0,20,38,37
urn:harmonic:company:36839469,0,0,"The primary offering is a real-time generative AI open-world model that enables user interaction within a completely AI-generated environment, utilizing advanced neural network technologies for immediate rendering. Additionally, the platform improves the performance and scalability of large language models through optimized open-source inference libraries.",1.0,0.0819672131147541,0.6777777777777777,1,0,1,5,0,0,North America,21.0,0.9523809552192688,10.0,10.0,12.640270233154297,0.6666666666666666,0.6,20.0,11,9,1.2976632767673217,3.9,3.8144462245521304,1.0,9.0,1.05,1664.0,1.4381009340286255,19.455284118652344,23.009614944458008,,18.0,1664.0,0,1.0,641.3418410979102,,4.537367082636728,9591.0,9591.0,0,1.0,3300.24333446288,310.0598555211558,9.918478260869565,0.37735849056603776,12.2,12.483145290148366,12,53.0,SERIES_A,32000000.0,SERIES_A,0.07392197125256673,0.0,0.6777777777777777,2.0164383561643837,business_development,0.45056120886630463,Engineering,1.0986122886681096,PRIVATE,Other,North America,7,0,3,0,0,0,1,1,6,4,7
