linkedin_follower_growth_1m,current_max_ratio,earliest_valid_month,headcount_growth_1m,headcount_volatility_score,headcount_growth_3m,employee_highlight_top_institution_experience_count,years_since_funding,trailing_growth_max,linkedin_follower_growth_6m,headcount_growth_6m,emp_highlight_count,trailing_growth_std,linkedin_follower_count_0m,trailing_growth_avg,linkedin_follower_count_max,emp_role_entropy,United States Sales,linkedin_follower_growth_3m,linkedin_follower_count_volatility,headcount_0m,adj_emp_delta_6m,United States Engineering,investor_1,twitter_follower_count_volatility,business_function_entropy,twitter_follower_count_max,twitter_follower_count_0m,employee_highlight_seasoned_count,years_since_founding,employee_highlight_Prior VC Backed Executive,headcount_concavity,num_investors,entity_urn
1.0336757898330688,2.4130434782608696,8,1.017241358757019,0.845510572356783,1.017241358757019,18,-1.0,3.827586206896552,1.64486825466156,1.4390244483947754,48,1.0565824226048135,9539.0,1.7156210424573193,9539.0,1.8133279617785691,3,1.2049235105514526,2786.356312462568,222.0,17.45217391304348,6,2,288.97885351315546,0.6540548103069317,908.0,908.0,40,3.246575342465753,30,0.2,14,urn:harmonic:company:4411539
1.0,1.6363636363636365,13,1.0,0.9318896264181092,1.5384615659713743,31,1.2484599589322385,4.153846153846154,3.4262948036193848,2.0,49,0.8658314255986368,2509.0,1.6434565434565436,2509.0,1.7864669523052654,0,1.495652198791504,643.2866160038388,54.0,10.0,3,1,15.160255055022436,0.5623351446188083,50.0,50.0,18,2.468493150684932,9,0.8,8,urn:harmonic:company:10937753
1.2114624977111816,1.5,8,0.9655172228813172,0.2764598692131842,1.037037014961243,11,1.516769336071184,1.5555555555555556,2.1508772373199463,1.399999976158142,27,0.1965520782089395,4087.0,1.327239216274304,4087.0,1.540737067461622,1,1.2691510915756226,1138.0771063508837,42.0,6.8,3,0,53.59674534065582,0.4505612088663046,559.0,559.0,22,4.967123287671233,13,0.4,4,urn:harmonic:company:8986281
1.1469932794570925,4.111111111111111,9,1.2857142686843872,1.2409040547827244,1.3333333730697632,50,2.5763175906913074,5.481481481481482,1.3171355724334717,2.0,54,1.5282653652027247,3796.0,2.095034595034595,3796.0,1.6802276828370548,2,1.1802903413772583,847.8454785841318,148.0,15.3,10,4,787.1089681726271,0.4505612088663046,1724.0,1724.0,17,2.964383561643836,6,0.6666666666666666,31,urn:harmonic:company:9609784
1.0,1.8333333333333333,17,1.0,0.3918879738325276,1.1333333253860474,14,2.4722792607802875,2.2,1.1287988424301147,1.2142857313156128,17,0.3453881482466645,2386.0,1.195725108225108,2386.0,1.6963659864523737,1,1.0526316165924072,423.5565105709732,33.0,3.0,3,2,6.587024281789835,0.8018185525433373,43.0,43.0,18,3.964383561643836,2,0.8181818181818182,5,urn:harmonic:company:1836165
1.0462490320205688,1.4285714285714286,17,0.9642857313156128,0.3416762110292956,0.9642857313156128,37,2.529774127310062,1.7692307692307692,1.142345905303955,0.931034505367279,59,0.274467015789353,4034.0,1.22956369842052,4034.0,1.6823663477897173,1,1.0652576684951782,1100.8440151772793,40.0,-1.8714285714285717,0,5,148.49462480093763,0.8921178708188162,517.0,517.0,32,5.271232876712329,15,0.6363636363636364,19,urn:harmonic:company:800838
1.0327132940292358,2.466666666666667,16,1.0,0.3605472694754941,1.0,28,2.485968514715948,2.466666666666667,1.258795976638794,0.9375,36,0.4559707064510132,3323.0,1.1432945344129557,3323.0,1.860534377469851,0,1.1004784107208252,674.6755647324563,37.0,-0.85,0,1,8.986509497083752,0.4505612088663046,63.0,63.0,13,2.956164383561644,4,0.4545454545454545,2,urn:harmonic:company:6665887
1.0491467714309692,2.25,17,1.0,0.4964859756292162,1.0322580337524414,8,2.127310061601643,2.3225806451612905,12.702479362487791,1.2307692766189575,24,0.3434199249226118,4210.0,1.266678156044064,4210.0,1.587337214335247,0,1.1896284818649292,887.430122444704,72.0,5.1,0,0,809.646414595079,0.4505612088663046,3334.0,3.0,26,5.967123287671233,13,0.6363636363636364,3,urn:harmonic:company:3203316
1.1679487228393557,1.6885245901639343,17,1.25,0.6439419410856456,1.2650601863861084,7,2.965092402464066,2.4819277108433737,1.340198636054993,1.9811320304870603,26,0.5089029093825568,7784.0,1.3489241910843772,7784.0,1.7195622582447154,3,1.1908496618270874,1512.8018599011111,206.0,41.64262295081967,6,0,31.835771388004424,1.2054800289759788,474.0,474.0,29,3.964383561643836,10,0.5454545454545454,4,urn:harmonic:company:4424410
1.0757426023483276,1.5714285714285714,17,1.1666666269302368,0.4692240875116313,1.3125,20,2.7679671457905544,2.0625,1.5723588466644287,1.75,26,0.2882197180625669,6117.0,1.2893422549672549,6117.0,1.540305825226517,0,1.1047279834747314,1282.2068967775017,33.0,8.865,3,1,3.0529103226116057,0.9404479886553264,18.0,17.0,6,4.967123287671233,2,0.5454545454545454,6,urn:harmonic:company:4299675
1.2564102411270142,3.0,12,1.0,1.0289861194312555,1.1111111640930176,8,1.7193702943189595,5.0,3.9268293380737305,2.0,8,1.3624607820836714,4437.0,2.3216666666666668,4437.0,1.6731183626432506,1,1.482894778251648,1174.9296105484743,30.0,4.25,1,0,-1.0,0.4505612088663046,11.0,11.0,8,2.0493150684931507,2,0.5555555555555556,4,urn:harmonic:company:11191879
1.6529347896575928,1.4,6,1.1428571939468384,0.2467748290515513,1.1428571939468384,46,1.2073921971252566,1.6666666666666667,-1.0,1.0952380895614624,52,0.4360491817317043,9574.0,1.3583333333333334,9574.0,1.5694326398672271,0,1.803500413894653,3153.314240604637,35.0,1.8365216391839223,0,0,2673.709096617157,0.7214636866925115,4773.0,4773.0,20,2.964383561643836,3,1.0,6,urn:harmonic:company:21435391
1.0781906843185425,1.8,17,1.0714285373687744,0.4087052727822336,1.1538461446762085,15,1.1937029431895962,2.769230769230769,2.3455376625061035,1.1538461446762085,22,0.5104620385125879,10156.0,1.1697344322344323,10156.0,1.6524102538843108,4,1.499268651008606,2276.0855256912987,36.0,2.0,5,2,4.133791878423205,1.286057336874379,20.0,20.0,16,3.964383561643836,5,0.5454545454545454,4,urn:harmonic:company:3053348
1.0332860946655271,1.4838709677419355,14,0.9878048896789552,0.4054287068762903,1.1408450603485107,11,1.3470225872689938,1.943661971830986,1.484231948852539,1.1571428775787354,32,0.2527307754617856,6477.0,1.3178812449565471,6477.0,1.6558199470614503,2,1.32215678691864,1375.9247003206174,138.0,7.427956989247312,0,0,-1.0,0.8743632181676798,-1.0,-1.0,20,3.964383561643836,16,0.3636363636363636,6,urn:harmonic:company:10749556
1.0483444929122925,3.345454545454545,6,1.057692289352417,0.8105415481867951,1.2222222089767456,3,2.184804928131417,4.088888888888889,12.73906707763672,1.1481481790542605,13,1.6685568417547434,23065.0,2.162307762307762,23065.0,0.8875393029064591,0,1.2015674114227295,5920.570838187818,184.0,6.032259160565505,8,0,112.93656036318208,0.4505612088663046,315.0,315.0,9,3.964383561643836,3,0.5,2,urn:harmonic:company:3333922
1.02521014213562,2.2857142857142856,17,1.0,0.6283331481266654,1.076923131942749,29,2.2861054072553046,2.4615384615384617,-1.0,1.1666666269302368,40,0.4349487148137947,1736.0,1.3264554889554891,1736.0,1.86177110055126,0,1.244897961616516,682.4993040289492,32.0,1.7,0,1,881.0297762656304,0.4505612088663046,3833.0,3833.0,15,3.767123287671233,6,0.5454545454545454,19,urn:harmonic:company:3215672
1.10869562625885,2.185185185185185,17,1.125,0.5600014001561294,1.125,42,1.8261464750171117,2.458333333333333,1.6693944931030271,1.350000023841858,48,0.3794223277250158,2823.0,1.2937416932482722,2823.0,1.6704091259319993,2,1.2157330513000488,609.6276587827534,59.0,6.7407407407407405,2,2,369.1491763218292,1.2406842919533958,2189.0,2189.0,18,5.967123287671233,6,0.4545454545454545,14,urn:harmonic:company:602158
2.949720621109009,0.3411764705882353,7,1.2142857313156128,0.7619895187561587,1.2592592239379885,40,1.1307323750855578,11.666666666666666,5.333333492279053,14.166666984558104,44,5.363652977451541,4519.0,6.334061573627629,4519.0,1.2968197574066251,1,3.115044355392456,1504.27248671433,58.0,134.29999999999998,11,2,2381.8806015415635,0.4505612088663046,5906.0,5906.0,7,1.7095890410958905,1,0.5,9,urn:harmonic:company:12756714
1.0,3.3684210526315788,10,1.0,1.3113347266934168,1.0,34,1.83709787816564,5.818181818181818,1.3072463274002075,1.100000023841858,40,1.5962913362247686,4213.0,2.171022727272727,4213.0,1.6725827689365125,5,1.0712589025497437,1181.689083857971,64.0,1.0,7,4,-1.0,0.5859526183035508,-1.0,-1.0,9,3.964383561643836,4,0.7142857142857143,9,urn:harmonic:company:10894886
1.0,5.538461538461538,17,1.0,0.8543201383619038,1.0,39,2.948665297741273,5.538461538461538,1.0,1.0,45,1.3101409954687662,6525.0,1.3782051282051284,6525.0,1.7966007590285449,3,1.0,1484.2171337105633,72.0,0.0,3,3,0.0,0.4505612088663046,75.0,75.0,26,4.967123287671233,7,1.0,15,urn:harmonic:company:1704422
1.1065759658813477,2.260869565217391,17,0.97183096408844,1.0979742692117012,1.4375,9,2.283367556468173,3.25,3.3771626949310303,2.299999952316284,9,0.6927302141745462,10376.0,1.87525854313645,10376.0,1.117115673364451,3,1.7183098793029783,2693.8591307793945,156.0,33.15,4,1,112.34279866446585,0.4505612088663046,536.0,536.0,7,5.967123287671233,0,0.4545454545454545,12,urn:harmonic:company:1449433
1.2300150394439695,3.0,17,1.0555555820465088,0.9151066669370432,1.1399999856948853,30,2.6064339493497606,3.42,-1.0,1.4249999523162842,41,0.6346915759644736,6790.0,1.457148128977839,6790.0,1.7974852058398656,2,1.6084812879562378,2545.690318950834,171.0,14.45,3,2,23.49874840221471,0.4505612088663046,84.0,84.0,25,5.967123287671233,6,0.5454545454545454,10,urn:harmonic:company:796251
1.0186588764190674,0.96,17,1.0416666269302368,0.2626859590556267,1.0,3,2.9897330595482545,1.0833333333333333,1.093241572380066,1.0,9,0.1368913569771129,4037.0,0.9642573544027032,4037.0,1.0335620542068176,0,1.0389533042907717,557.5341866478196,24.0,0.0,1,0,158.4367773539359,0.4505612088663046,8680.0,8079.0,7,4.967123287671233,5,0.7272727272727273,9,urn:harmonic:company:1710563
1.247038960456848,2.703703703703704,17,1.0952380895614624,1.2656777851455565,1.2777777910232544,23,2.053388090349076,8.11111111111111,1.7975609302520752,1.2777777910232544,30,2.031893095116999,4820.0,1.663309110193785,4820.0,1.2341266755752798,0,1.4594058990478516,1052.7104589855255,146.0,3.537037037037037,7,3,5057.995614109698,1.0549201679861442,22314.0,22314.0,16,4.802739726027397,3,0.6363636363636364,15,urn:harmonic:company:773835
1.195364236831665,3.083333333333333,8,1.375,2.062724122134201,2.75,26,2.7104722792607805,18.5,-1.0,5.5,38,6.853223086013373,12124.0,5.666666666666667,12124.0,1.7438359797333898,4,1.5041667222976685,5305.149997879419,74.0,8.7,1,2,63.0,0.6869615765973234,199.0,199.0,11,2.964383561643836,5,0.8,16,urn:harmonic:company:4424857
1.2215280532836914,1.6842105263157894,17,1.2173912525177002,0.5327130408268835,1.3333333730697632,11,1.1197809719370295,3.0476190476190474,2.5741772651672363,1.4736841917037964,23,0.5768854338887629,11555.0,1.2525130739430277,11555.0,1.7908444719307193,4,1.2277227640151978,3148.68203157253,64.0,8.242105263157894,3,2,3.613699424331216,1.276257364236179,101.0,98.0,17,3.1342465753424658,7,0.6363636363636364,24,urn:harmonic:company:4115957
1.0556212663650513,1.8979591836734693,17,1.0208333730697632,0.6291661038556324,1.2894736528396606,28,2.6365503080082138,2.4473684210526314,1.3926619291305542,1.6896551847457886,53,0.3656760834242903,8587.0,1.3983821190759926,8587.0,1.7863075080535882,3,1.1683038473129272,1824.429455985975,93.0,17.0,6,4,14.233607702732783,0.4505612088663046,86.0,86.0,23,4.717808219178083,17,0.6363636363636364,9,urn:harmonic:company:824671
1.0743613243103027,1.696969696969697,17,1.0645161867141724,0.2439294172998609,1.0645161867141724,18,2.91854893908282,1.8064516129032255,1.4700374603271484,1.1785714626312256,38,0.2362475685615094,5249.0,1.112689649060617,5249.0,1.6651164783257817,1,1.218313455581665,1023.9666239965164,56.0,4.310344827586206,5,1,189.25630164519836,1.3592367006650063,986.0,986.0,26,4.967123287671233,14,0.6363636363636364,12,urn:harmonic:company:1841807
1.0478781461715698,3.727272727272727,15,1.0,1.823670681440644,0.75,14,-1.0,10.25,2.3093526363372803,1.0,18,2.6436825147996195,20514.0,1.972222222222222,20514.0,1.7014688682336978,3,1.9298597574234009,5048.35933373408,41.0,0.0,2,2,462.6883348843963,0.6829081047004717,1974.0,1974.0,3,3.964383561643836,3,0.6363636363636364,7,urn:harmonic:company:3281642
1.0330231189727783,1.369047619047619,17,0.9882352948188782,0.1914894285939923,0.9882352948188782,26,3.871321013004791,1.3529411764705883,1.3326878547668457,1.2000000476837158,35,0.111090337309792,7134.0,1.104013728530345,7134.0,1.3174600255448132,5,1.1053645610809326,1215.575402360351,115.0,11.9,3,3,7.376876076876632,0.4505612088663046,814.0,813.0,19,7.967123287671233,4,0.4545454545454545,18,urn:harmonic:company:9076
1.2231913805007937,2.6,17,2.142857074737549,1.1870279011584204,2.5,16,3.6358658453114314,6.5,109.60919189453124,3.0,21,1.5782047455432453,13690.0,1.5569444444444445,13690.0,1.4978961026092774,0,10.444687843322754,3975.738276796932,39.0,8.5,1,2,-1.0,0.4505612088663046,12378.0,12378.0,3,3.635616438356165,3,0.7272727272727273,4,urn:harmonic:company:3275494
1.1062874794006348,1.9047619047619049,17,1.1666666269302368,0.4021902683563479,1.1666666269302368,24,2.299794661190965,3.333333333333333,1.8024389743804927,1.2727272510528564,36,0.7129064309125567,4338.0,1.131222195560431,4338.0,1.3082839973205975,2,1.5300207138061523,948.8389344506326,40.0,2.8571428571428568,4,2,181.6663608560117,0.6837389058487535,731.0,731.0,7,3.964383561643836,6,0.6363636363636364,11,urn:harmonic:company:3613480
1.0957398414611816,1.380281690140845,14,1.0,0.4197751396869008,1.059701442718506,18,2.855578370978782,1.8235294117647056,113.9047622680664,1.2909090518951416,50,0.2473773382503158,10792.0,1.3811403745606086,10792.0,1.7339002072353455,6,1.291576623916626,3203.4168234003587,98.0,12.684057971014497,0,3,33.22731625416873,0.6853142072764582,143.0,143.0,45,3.964383561643836,24,0.4545454545454545,6,urn:harmonic:company:3309146
1.5478723049163818,3.090909090909091,9,1.0,1.0097783919212897,1.1428571939468384,28,1.8179329226557157,4.857142857142857,2.694444417953491,1.3333333730697632,27,1.4357781185630736,5410.0,1.980952380952381,5410.0,1.8313500005501564,1,1.7117646932601929,1673.9686211050805,34.0,2.0,2,1,239.42312614560305,0.5623351446188083,830.0,830.0,0,1.964383561643836,0,0.5,17,urn:harmonic:company:12399189
1.055413842201233,1.0615384615384615,17,1.1132075786590576,0.1503186127628145,1.1132075786590576,25,1.8590006844626967,1.30188679245283,1.3199219703674316,1.0727273225784302,51,0.1152131180621408,13123.0,1.0432739121285628,13123.0,1.7203531245272512,12,1.0919355154037476,2796.950870716648,69.0,3.513846153846154,0,3,32.91824890712006,1.2893422492320048,285.0,285.0,44,4.967123287671233,22,0.4545454545454545,5,urn:harmonic:company:3240354
1.139509677886963,1.141025641025641,17,1.0399999618530271,0.1925793463027988,1.1142857074737549,44,2.431211498973306,1.2714285714285714,1.8950839042663572,1.2999999523162842,49,0.0996610137789907,6167.0,1.1009819033059902,6167.0,1.7057670717471185,1,1.3008230924606323,1284.3024110413153,89.0,12.789473684210526,5,2,15.179212651914003,0.3926744672275521,71.0,71.0,8,5.967123287671233,3,0.6363636363636364,19,urn:harmonic:company:606791
-1.0,1.0,6,-1.0,0.0456198291747323,1.100000023841858,46,0.8843258042436687,-1.0,-1.0,1.0666667222976685,71,-1.0,6375.0,-1.0,6375.0,1.7302380457053697,2,-1.0,-1.0,42.0,2.2312517455312446,1,1,-1.0,0.4505612088663046,600.0,600.0,21,1.964383561643836,14,0.5454545454545454,21,urn:harmonic:company:12590741
1.5854483842849731,1.5833333333333333,7,1.1666666269302368,0.823307316998185,1.1666666269302368,18,1.593429158110883,11.0,3.253472328186035,4.199999809265137,24,3.7985571772602578,1761.0,4.389494949494949,1761.0,1.2293362159076602,0,1.649647831916809,502.0256111850413,38.0,13.066666666666668,1,1,62.4200917745469,0.7963116401738131,317.0,317.0,21,1.964383561643836,6,0.5,3,urn:harmonic:company:12815640
1.002258062362671,1.3454545454545457,17,0.9642857313156128,0.1282409864205979,0.9818181991577148,10,3.07460643394935,1.3454545454545457,1.0406385660171509,0.9152542352676392,21,0.162836479922456,11062.0,0.9717890845096876,11062.0,1.5802228231302653,4,1.0198030471801758,745.6885662986235,74.0,-3.1999999999999997,0,1,85.0073622340261,1.122093468093276,1634.0,1634.0,15,4.802739726027397,7,0.5454545454545454,10,urn:harmonic:company:2129540
-1.0,2.727272727272727,6,-1.0,0.6906624655207247,1.100000023841858,24,-1.0,-1.0,-1.0,1.0666667222976685,38,-1.0,3562.0,-1.0,3562.0,1.328157990622606,0,-1.0,-1.0,30.0,0.5843754571629446,5,3,-1.0,0.4505612088663046,646.0,646.0,10,1.964383561643836,5,0.5454545454545454,19,urn:harmonic:company:21555289
1.0056179761886597,2.375,17,0.8571428656578064,0.8543413019489355,1.0,28,3.383983572895277,6.333333333333333,1.0750750303268433,0.8571428656578064,44,1.5561662767541755,2130.0,1.4758267195767196,2130.0,1.6985613047986785,5,1.01129949092865,448.229006011509,38.0,-1.0,2,3,-1.0,0.0,-1.0,-1.0,30,4.967123287671233,15,0.6363636363636364,10,urn:harmonic:company:1842794
-1.0,1.0,6,-1.0,0.0456198291747322,1.100000023841858,13,0.1396303901437371,-1.0,-1.0,1.0666667222976685,21,-1.0,1412.0,-1.0,1412.0,1.2052156773503675,0,-1.0,-1.0,19.0,1.0093757896450857,1,1,-1.0,0.4505612088663046,3728.0,3728.0,7,0.958904109589041,5,0.5454545454545454,14,urn:harmonic:company:48201423
1.0666667222976685,1.3333333333333333,17,1.076923131942749,0.1356555190881184,1.076923131942749,8,1.568788501026694,1.5384615384615383,1.0721648931503296,1.076923131942749,14,0.1544479617626417,1717.0,1.0587606837606838,1717.0,1.5498260458782016,2,1.0833333730697632,364.4946362695631,20.0,0.9466666666666668,0,4,13.422861193291803,1.4735023850806486,209.0,209.0,10,5.967123287671233,5,0.8181818181818182,9,urn:harmonic:company:773593
1.0404493808746338,1.8235294117647056,17,0.9285714030265808,0.5194958316653244,1.0833333730697632,16,2.6365503080082138,2.583333333333333,1.311614751815796,1.1818181276321411,21,0.4504308523409542,8385.0,1.2664351851851852,8385.0,1.9154102438258456,2,1.1265206336975098,1833.3848557822676,31.0,1.8588235294117648,4,8,-1.0,0.0,1339.0,1339.0,5,4.967123287671233,1,0.6363636363636364,19,urn:harmonic:company:1869576
1.0555555820465088,1.2777777777777777,15,1.0,0.2500157524967863,1.0,19,2.379192334017796,1.3076923076923077,1.3997584581375122,1.2000000476837158,24,0.081543465392232,2498.0,1.157741251123604,2498.0,1.5306052420589422,0,1.0811567306518557,482.91405377492725,23.0,2.6333333333333333,4,3,106.77122632639296,0.5004024235381879,576.0,576.0,2,2.8794520547945206,0,0.6363636363636364,21,urn:harmonic:company:4171866
1.028352975845337,1.125,17,0.8333333134651184,0.3770811708599359,0.8823529481887817,11,0.0903490759753593,1.8888888888888888,1.957550048828125,1.6666666269302368,15,0.3809578758132193,3139.0,1.3545214045214042,3139.0,0.8018185525433373,0,1.8745644092559812,467.6106978094944,18.0,6.0,0,1,1.055641551364534,0.7356219397587946,23.0,22.0,2,4.016438356164383,1,0.4545454545454545,4,urn:harmonic:company:3676293
1.0,0.6923076923076923,17,1.4444444179534912,0.4517739896635817,1.4444444179534912,12,0.271047227926078,2.0,1.1957288980484009,1.8571428060531616,20,0.3414523960957958,6775.0,1.3219246031746033,6775.0,1.1935496040981333,0,1.0,1941.6223120407271,9.0,5.94,1,2,1302.9651352936692,0.9502705392332348,3905.0,3905.0,3,2.1013698630136988,3,0.5454545454545454,7,urn:harmonic:company:3823516
1.0209472179412842,1.1,17,0.9090909361839294,0.4412675278299939,0.9090909361839294,10,1.782340862422998,1.8333333333333333,1.5945945978164673,0.8333333134651184,13,0.3026743490204338,1098.0,1.2311868686868686,1098.0,1.171059869990371,2,1.1544798612594604,207.40667639149103,11.0,-2.0,2,1,-1.0,0.9002560512685369,-1.0,-1.0,1,2.016438356164384,2,0.5454545454545454,2,urn:harmonic:company:12475768
